season,week,n_active,actual_elim_count,predicted_elim_count,actual_elims,predicted_elims,exact_match,jaccard,missing_vote_estimates
19,7,13,13,13,Alfonso Ribeiro            ;Antonio Sabato Jr.         ;Bethany Mota               ;Betsey Johnson             ;Janel Parrish              ;Jonathan Bennett           ;Lea Thompson               ;Lolo Jones                 ;Michael Waltrip            ;Randy Couture              ;Sadie Robertson            ;Tavis Smiley               ;Tommy Chong                ,Alfonso Ribeiro            ;Antonio Sabato Jr.         ;Bethany Mota               ;Betsey Johnson             ;Janel Parrish              ;Jonathan Bennett           ;Lea Thompson               ;Lolo Jones                 ;Michael Waltrip            ;Randy Couture              ;Sadie Robertson            ;Tavis Smiley               ;Tommy Chong                ,1,1.0,13
19,8,13,13,13,Alfonso Ribeiro            ;Antonio Sabato Jr.         ;Bethany Mota               ;Betsey Johnson             ;Janel Parrish              ;Jonathan Bennett           ;Lea Thompson               ;Lolo Jones                 ;Michael Waltrip            ;Randy Couture              ;Sadie Robertson            ;Tavis Smiley               ;Tommy Chong                ,Alfonso Ribeiro            ;Antonio Sabato Jr.         ;Bethany Mota               ;Betsey Johnson             ;Janel Parrish              ;Jonathan Bennett           ;Lea Thompson               ;Lolo Jones                 ;Michael Waltrip            ;Randy Couture              ;Sadie Robertson            ;Tavis Smiley               ;Tommy Chong                ,1,1.0,13
19,9,13,13,13,Alfonso Ribeiro            ;Antonio Sabato Jr.         ;Bethany Mota               ;Betsey Johnson             ;Janel Parrish              ;Jonathan Bennett           ;Lea Thompson               ;Lolo Jones                 ;Michael Waltrip            ;Randy Couture              ;Sadie Robertson            ;Tavis Smiley               ;Tommy Chong                ,Alfonso Ribeiro            ;Antonio Sabato Jr.         ;Bethany Mota               ;Betsey Johnson             ;Janel Parrish              ;Jonathan Bennett           ;Lea Thompson               ;Lolo Jones                 ;Michael Waltrip            ;Randy Couture              ;Sadie Robertson            ;Tavis Smiley               ;Tommy Chong                ,1,1.0,13
19,10,13,13,13,Alfonso Ribeiro            ;Antonio Sabato Jr.         ;Bethany Mota               ;Betsey Johnson             ;Janel Parrish              ;Jonathan Bennett           ;Lea Thompson               ;Lolo Jones                 ;Michael Waltrip            ;Randy Couture              ;Sadie Robertson            ;Tavis Smiley               ;Tommy Chong                ,Alfonso Ribeiro            ;Antonio Sabato Jr.         ;Bethany Mota               ;Betsey Johnson             ;Janel Parrish              ;Jonathan Bennett           ;Lea Thompson               ;Lolo Jones                 ;Michael Waltrip            ;Randy Couture              ;Sadie Robertson            ;Tavis Smiley               ;Tommy Chong                ,1,1.0,13
19,11,13,13,13,Alfonso Ribeiro            ;Antonio Sabato Jr.         ;Bethany Mota               ;Betsey Johnson             ;Janel Parrish              ;Jonathan Bennett           ;Lea Thompson               ;Lolo Jones                 ;Michael Waltrip            ;Randy Couture              ;Sadie Robertson            ;Tavis Smiley               ;Tommy Chong                ,Alfonso Ribeiro            ;Antonio Sabato Jr.         ;Bethany Mota               ;Betsey Johnson             ;Janel Parrish              ;Jonathan Bennett           ;Lea Thompson               ;Lolo Jones                 ;Michael Waltrip            ;Randy Couture              ;Sadie Robertson            ;Tavis Smiley               ;Tommy Chong                ,1,1.0,13
20,1,12,12,12,Charlotte McKinney         ;Chris Soules               ;Michael Sam                ;Nastia Liukin              ;Noah Galloway              ;Patti LaBelle              ;Redfoo                     ;Riker Lynch                ;Robert Herjavec            ;Rumer Willis               ;Suzanne Somers             ;Willow Shields             ,Charlotte McKinney         ;Chris Soules               ;Michael Sam                ;Nastia Liukin              ;Noah Galloway              ;Patti LaBelle              ;Redfoo                     ;Riker Lynch                ;Robert Herjavec            ;Rumer Willis               ;Suzanne Somers             ;Willow Shields             ,1,1.0,12
20,2,12,12,12,Charlotte McKinney         ;Chris Soules               ;Michael Sam                ;Nastia Liukin              ;Noah Galloway              ;Patti LaBelle              ;Redfoo                     ;Riker Lynch                ;Robert Herjavec            ;Rumer Willis               ;Suzanne Somers             ;Willow Shields             ,Charlotte McKinney         ;Chris Soules               ;Michael Sam                ;Nastia Liukin              ;Noah Galloway              ;Patti LaBelle              ;Redfoo                     ;Riker Lynch                ;Robert Herjavec            ;Rumer Willis               ;Suzanne Somers             ;Willow Shields             ,1,1.0,12
20,3,12,12,12,Charlotte McKinney         ;Chris Soules               ;Michael Sam                ;Nastia Liukin              ;Noah Galloway              ;Patti LaBelle              ;Redfoo                     ;Riker Lynch                ;Robert Herjavec            ;Rumer Willis               ;Suzanne Somers             ;Willow Shields             ,Charlotte McKinney         ;Chris Soules               ;Michael Sam                ;Nastia Liukin              ;Noah Galloway              ;Patti LaBelle              ;Redfoo                     ;Riker Lynch                ;Robert Herjavec            ;Rumer Willis               ;Suzanne Somers             ;Willow Shields             ,1,1.0,12
20,4,12,12,12,Charlotte McKinney         ;Chris Soules               ;Michael Sam                ;Nastia Liukin              ;Noah Galloway              ;Patti LaBelle              ;Redfoo                     ;Riker Lynch                ;Robert Herjavec            ;Rumer Willis               ;Suzanne Somers             ;Willow Shields             ,Charlotte McKinney         ;Chris Soules               ;Michael Sam                ;Nastia Liukin              ;Noah Galloway              ;Patti LaBelle              ;Redfoo                     ;Riker Lynch                ;Robert Herjavec            ;Rumer Willis               ;Suzanne Somers             ;Willow Shields             ,1,1.0,12
20,5,12,12,12,Charlotte McKinney         ;Chris Soules               ;Michael Sam                ;Nastia Liukin              ;Noah Galloway              ;Patti LaBelle              ;Redfoo                     ;Riker Lynch                ;Robert Herjavec            ;Rumer Willis               ;Suzanne Somers             ;Willow Shields             ,Charlotte McKinney         ;Chris Soules               ;Michael Sam                ;Nastia Liukin              ;Noah Galloway              ;Patti LaBelle              ;Redfoo                     ;Riker Lynch                ;Robert Herjavec            ;Rumer Willis               ;Suzanne Somers             ;Willow Shields             ,1,1.0,12
20,6,12,12,12,Charlotte McKinney         ;Chris Soules               ;Michael Sam                ;Nastia Liukin              ;Noah Galloway              ;Patti LaBelle              ;Redfoo                     ;Riker Lynch                ;Robert Herjavec            ;Rumer Willis               ;Suzanne Somers             ;Willow Shields             ,Charlotte McKinney         ;Chris Soules               ;Michael Sam                ;Nastia Liukin              ;Noah Galloway              ;Patti LaBelle              ;Redfoo                     ;Riker Lynch                ;Robert Herjavec            ;Rumer Willis               ;Suzanne Somers             ;Willow Shields             ,1,1.0,12
20,7,12,12,12,Charlotte McKinney         ;Chris Soules               ;Michael Sam                ;Nastia Liukin              ;Noah Galloway              ;Patti LaBelle              ;Redfoo                     ;Riker Lynch                ;Robert Herjavec            ;Rumer Willis               ;Suzanne Somers             ;Willow Shields             ,Charlotte McKinney         ;Chris Soules               ;Michael Sam                ;Nastia Liukin              ;Noah Galloway              ;Patti LaBelle              ;Redfoo                     ;Riker Lynch                ;Robert Herjavec            ;Rumer Willis               ;Suzanne Somers             ;Willow Shields             ,1,1.0,12
20,8,12,12,12,Charlotte McKinney         ;Chris Soules               ;Michael Sam                ;Nastia Liukin              ;Noah Galloway              ;Patti LaBelle              ;Redfoo                     ;Riker Lynch                ;Robert Herjavec            ;Rumer Willis               ;Suzanne Somers             ;Willow Shields             ,Charlotte McKinney         ;Chris Soules               ;Michael Sam                ;Nastia Liukin              ;Noah Galloway              ;Patti LaBelle              ;Redfoo                     ;Riker Lynch                ;Robert Herjavec            ;Rumer Willis               ;Suzanne Somers             ;Willow Shields             ,1,1.0,12
20,9,12,12,12,Charlotte McKinney         ;Chris Soules               ;Michael Sam                ;Nastia Liukin              ;Noah Galloway              ;Patti LaBelle              ;Redfoo                     ;Riker Lynch                ;Robert Herjavec            ;Rumer Willis               ;Suzanne Somers             ;Willow Shields             ,Charlotte McKinney         ;Chris Soules               ;Michael Sam                ;Nastia Liukin              ;Noah Galloway              ;Patti LaBelle              ;Redfoo                     ;Riker Lynch                ;Robert Herjavec            ;Rumer Willis               ;Suzanne Somers             ;Willow Shields             ,1,1.0,12
20,10,12,12,12,Charlotte McKinney         ;Chris Soules               ;Michael Sam                ;Nastia Liukin              ;Noah Galloway              ;Patti LaBelle              ;Redfoo                     ;Riker Lynch                ;Robert Herjavec            ;Rumer Willis               ;Suzanne Somers             ;Willow Shields             ,Charlotte McKinney         ;Chris Soules               ;Michael Sam                ;Nastia Liukin              ;Noah Galloway              ;Patti LaBelle              ;Redfoo                     ;Riker Lynch                ;Robert Herjavec            ;Rumer Willis               ;Suzanne Somers             ;Willow Shields             ,1,1.0,12
21,1,13,13,13,Alek Skarlatos             ;Alexa PenaVega             ;Andy Grammer               ;Bindi Irwin                ;Carlos PenaVega            ;Chaka Khan                 ;Gary Busey                 ;Hayes Grier                ;Kim Zolciak-Biermann       ;Nick Carter                ;Paula Deen                 ;Tamar Braxton              ;Victor Espinoza            ,Alek Skarlatos             ;Alexa PenaVega             ;Andy Grammer               ;Bindi Irwin                ;Carlos PenaVega            ;Chaka Khan                 ;Gary Busey                 ;Hayes Grier                ;Kim Zolciak-Biermann       ;Nick Carter                ;Paula Deen                 ;Tamar Braxton              ;Victor Espinoza            ,1,1.0,13
21,2,13,13,13,Alek Skarlatos             ;Alexa PenaVega             ;Andy Grammer               ;Bindi Irwin                ;Carlos PenaVega            ;Chaka Khan                 ;Gary Busey                 ;Hayes Grier                ;Kim Zolciak-Biermann       ;Nick Carter                ;Paula Deen                 ;Tamar Braxton              ;Victor Espinoza            ,Alek Skarlatos             ;Alexa PenaVega             ;Andy Grammer               ;Bindi Irwin                ;Carlos PenaVega            ;Chaka Khan                 ;Gary Busey                 ;Hayes Grier                ;Kim Zolciak-Biermann       ;Nick Carter                ;Paula Deen                 ;Tamar Braxton              ;Victor Espinoza            ,1,1.0,13
21,3,13,13,13,Alek Skarlatos             ;Alexa PenaVega             ;Andy Grammer               ;Bindi Irwin                ;Carlos PenaVega            ;Chaka Khan                 ;Gary Busey                 ;Hayes Grier                ;Kim Zolciak-Biermann       ;Nick Carter                ;Paula Deen                 ;Tamar Braxton              ;Victor Espinoza            ,Alek Skarlatos             ;Alexa PenaVega             ;Andy Grammer               ;Bindi Irwin                ;Carlos PenaVega            ;Chaka Khan                 ;Gary Busey                 ;Hayes Grier                ;Kim Zolciak-Biermann       ;Nick Carter                ;Paula Deen                 ;Tamar Braxton              ;Victor Espinoza            ,1,1.0,13
21,4,13,13,13,Alek Skarlatos             ;Alexa PenaVega             ;Andy Grammer               ;Bindi Irwin                ;Carlos PenaVega            ;Chaka Khan                 ;Gary Busey                 ;Hayes Grier                ;Kim Zolciak-Biermann       ;Nick Carter                ;Paula Deen                 ;Tamar Braxton              ;Victor Espinoza            ,Alek Skarlatos             ;Alexa PenaVega             ;Andy Grammer               ;Bindi Irwin                ;Carlos PenaVega            ;Chaka Khan                 ;Gary Busey                 ;Hayes Grier                ;Kim Zolciak-Biermann       ;Nick Carter                ;Paula Deen                 ;Tamar Braxton              ;Victor Espinoza            ,1,1.0,13
21,5,13,13,13,Alek Skarlatos             ;Alexa PenaVega             ;Andy Grammer               ;Bindi Irwin                ;Carlos PenaVega            ;Chaka Khan                 ;Gary Busey                 ;Hayes Grier                ;Kim Zolciak-Biermann       ;Nick Carter                ;Paula Deen                 ;Tamar Braxton              ;Victor Espinoza            ,Alek Skarlatos             ;Alexa PenaVega             ;Andy Grammer               ;Bindi Irwin                ;Carlos PenaVega            ;Chaka Khan                 ;Gary Busey                 ;Hayes Grier                ;Kim Zolciak-Biermann       ;Nick Carter                ;Paula Deen                 ;Tamar Braxton              ;Victor Espinoza            ,1,1.0,13
21,6,13,13,13,Alek Skarlatos             ;Alexa PenaVega             ;Andy Grammer               ;Bindi Irwin                ;Carlos PenaVega            ;Chaka Khan                 ;Gary Busey                 ;Hayes Grier                ;Kim Zolciak-Biermann       ;Nick Carter                ;Paula Deen                 ;Tamar Braxton              ;Victor Espinoza            ,Alek Skarlatos             ;Alexa PenaVega             ;Andy Grammer               ;Bindi Irwin                ;Carlos PenaVega            ;Chaka Khan                 ;Gary Busey                 ;Hayes Grier                ;Kim Zolciak-Biermann       ;Nick Carter                ;Paula Deen                 ;Tamar Braxton              ;Victor Espinoza            ,1,1.0,13
21,7,13,13,13,Alek Skarlatos             ;Alexa PenaVega             ;Andy Grammer               ;Bindi Irwin                ;Carlos PenaVega            ;Chaka Khan                 ;Gary Busey                 ;Hayes Grier                ;Kim Zolciak-Biermann       ;Nick Carter                ;Paula Deen                 ;Tamar Braxton              ;Victor Espinoza            ,Alek Skarlatos             ;Alexa PenaVega             ;Andy Grammer               ;Bindi Irwin                ;Carlos PenaVega            ;Chaka Khan                 ;Gary Busey                 ;Hayes Grier                ;Kim Zolciak-Biermann       ;Nick Carter                ;Paula Deen                 ;Tamar Braxton              ;Victor Espinoza            ,1,1.0,13
21,8,13,13,13,Alek Skarlatos             ;Alexa PenaVega             ;Andy Grammer               ;Bindi Irwin                ;Carlos PenaVega            ;Chaka Khan                 ;Gary Busey                 ;Hayes Grier                ;Kim Zolciak-Biermann       ;Nick Carter                ;Paula Deen                 ;Tamar Braxton              ;Victor Espinoza            ,Alek Skarlatos             ;Alexa PenaVega             ;Andy Grammer               ;Bindi Irwin                ;Carlos PenaVega            ;Chaka Khan                 ;Gary Busey                 ;Hayes Grier                ;Kim Zolciak-Biermann       ;Nick Carter                ;Paula Deen                 ;Tamar Braxton              ;Victor Espinoza            ,1,1.0,13
21,9,13,13,13,Alek Skarlatos             ;Alexa PenaVega             ;Andy Grammer               ;Bindi Irwin                ;Carlos PenaVega            ;Chaka Khan                 ;Gary Busey                 ;Hayes Grier                ;Kim Zolciak-Biermann       ;Nick Carter                ;Paula Deen                 ;Tamar Braxton              ;Victor Espinoza            ,Alek Skarlatos             ;Alexa PenaVega             ;Andy Grammer               ;Bindi Irwin                ;Carlos PenaVega            ;Chaka Khan                 ;Gary Busey                 ;Hayes Grier                ;Kim Zolciak-Biermann       ;Nick Carter                ;Paula Deen                 ;Tamar Braxton              ;Victor Espinoza            ,1,1.0,13
21,10,13,13,13,Alek Skarlatos             ;Alexa PenaVega             ;Andy Grammer               ;Bindi Irwin                ;Carlos PenaVega            ;Chaka Khan                 ;Gary Busey                 ;Hayes Grier                ;Kim Zolciak-Biermann       ;Nick Carter                ;Paula Deen                 ;Tamar Braxton              ;Victor Espinoza            ,Alek Skarlatos             ;Alexa PenaVega             ;Andy Grammer               ;Bindi Irwin                ;Carlos PenaVega            ;Chaka Khan                 ;Gary Busey                 ;Hayes Grier                ;Kim Zolciak-Biermann       ;Nick Carter                ;Paula Deen                 ;Tamar Braxton              ;Victor Espinoza            ,1,1.0,13
21,11,13,13,13,Alek Skarlatos             ;Alexa PenaVega             ;Andy Grammer               ;Bindi Irwin                ;Carlos PenaVega            ;Chaka Khan                 ;Gary Busey                 ;Hayes Grier                ;Kim Zolciak-Biermann       ;Nick Carter                ;Paula Deen                 ;Tamar Braxton              ;Victor Espinoza            ,Alek Skarlatos             ;Alexa PenaVega             ;Andy Grammer               ;Bindi Irwin                ;Carlos PenaVega            ;Chaka Khan                 ;Gary Busey                 ;Hayes Grier                ;Kim Zolciak-Biermann       ;Nick Carter                ;Paula Deen                 ;Tamar Braxton              ;Victor Espinoza            ,1,1.0,13
22,1,12,12,12,Antonio Brown              ;Doug Flutie                ;Geraldo Rivera             ;Ginger Zee                 ;Jodie Sweetin              ;Kim Fields                 ;Marla Maples               ;Mischa Barton              ;Nyle DiMarco               ;Paige VanZant              ;Von Miller                 ;Wanya Morris               ,Antonio Brown              ;Doug Flutie                ;Geraldo Rivera             ;Ginger Zee                 ;Jodie Sweetin              ;Kim Fields                 ;Marla Maples               ;Mischa Barton              ;Nyle DiMarco               ;Paige VanZant              ;Von Miller                 ;Wanya Morris               ,1,1.0,12
22,2,12,12,12,Antonio Brown              ;Doug Flutie                ;Geraldo Rivera             ;Ginger Zee                 ;Jodie Sweetin              ;Kim Fields                 ;Marla Maples               ;Mischa Barton              ;Nyle DiMarco               ;Paige VanZant              ;Von Miller                 ;Wanya Morris               ,Antonio Brown              ;Doug Flutie                ;Geraldo Rivera             ;Ginger Zee                 ;Jodie Sweetin              ;Kim Fields                 ;Marla Maples               ;Mischa Barton              ;Nyle DiMarco               ;Paige VanZant              ;Von Miller                 ;Wanya Morris               ,1,1.0,12
22,3,12,12,12,Antonio Brown              ;Doug Flutie                ;Geraldo Rivera             ;Ginger Zee                 ;Jodie Sweetin              ;Kim Fields                 ;Marla Maples               ;Mischa Barton              ;Nyle DiMarco               ;Paige VanZant              ;Von Miller                 ;Wanya Morris               ,Antonio Brown              ;Doug Flutie                ;Geraldo Rivera             ;Ginger Zee                 ;Jodie Sweetin              ;Kim Fields                 ;Marla Maples               ;Mischa Barton              ;Nyle DiMarco               ;Paige VanZant              ;Von Miller                 ;Wanya Morris               ,1,1.0,12
22,4,12,12,12,Antonio Brown              ;Doug Flutie                ;Geraldo Rivera             ;Ginger Zee                 ;Jodie Sweetin              ;Kim Fields                 ;Marla Maples               ;Mischa Barton              ;Nyle DiMarco               ;Paige VanZant              ;Von Miller                 ;Wanya Morris               ,Antonio Brown              ;Doug Flutie                ;Geraldo Rivera             ;Ginger Zee                 ;Jodie Sweetin              ;Kim Fields                 ;Marla Maples               ;Mischa Barton              ;Nyle DiMarco               ;Paige VanZant              ;Von Miller                 ;Wanya Morris               ,1,1.0,12
22,5,12,12,12,Antonio Brown              ;Doug Flutie                ;Geraldo Rivera             ;Ginger Zee                 ;Jodie Sweetin              ;Kim Fields                 ;Marla Maples               ;Mischa Barton              ;Nyle DiMarco               ;Paige VanZant              ;Von Miller                 ;Wanya Morris               ,Antonio Brown              ;Doug Flutie                ;Geraldo Rivera             ;Ginger Zee                 ;Jodie Sweetin              ;Kim Fields                 ;Marla Maples               ;Mischa Barton              ;Nyle DiMarco               ;Paige VanZant              ;Von Miller                 ;Wanya Morris               ,1,1.0,12
22,6,12,12,12,Antonio Brown              ;Doug Flutie                ;Geraldo Rivera             ;Ginger Zee                 ;Jodie Sweetin              ;Kim Fields                 ;Marla Maples               ;Mischa Barton              ;Nyle DiMarco               ;Paige VanZant              ;Von Miller                 ;Wanya Morris               ,Antonio Brown              ;Doug Flutie                ;Geraldo Rivera             ;Ginger Zee                 ;Jodie Sweetin              ;Kim Fields                 ;Marla Maples               ;Mischa Barton              ;Nyle DiMarco               ;Paige VanZant              ;Von Miller                 ;Wanya Morris               ,1,1.0,12
22,7,12,12,12,Antonio Brown              ;Doug Flutie                ;Geraldo Rivera             ;Ginger Zee                 ;Jodie Sweetin              ;Kim Fields                 ;Marla Maples               ;Mischa Barton              ;Nyle DiMarco               ;Paige VanZant              ;Von Miller                 ;Wanya Morris               ,Antonio Brown              ;Doug Flutie                ;Geraldo Rivera             ;Ginger Zee                 ;Jodie Sweetin              ;Kim Fields                 ;Marla Maples               ;Mischa Barton              ;Nyle DiMarco               ;Paige VanZant              ;Von Miller                 ;Wanya Morris               ,1,1.0,12
22,8,12,12,12,Antonio Brown              ;Doug Flutie                ;Geraldo Rivera             ;Ginger Zee                 ;Jodie Sweetin              ;Kim Fields                 ;Marla Maples               ;Mischa Barton              ;Nyle DiMarco               ;Paige VanZant              ;Von Miller                 ;Wanya Morris               ,Antonio Brown              ;Doug Flutie                ;Geraldo Rivera             ;Ginger Zee                 ;Jodie Sweetin              ;Kim Fields                 ;Marla Maples               ;Mischa Barton              ;Nyle DiMarco               ;Paige VanZant              ;Von Miller                 ;Wanya Morris               ,1,1.0,12
22,9,12,12,12,Antonio Brown              ;Doug Flutie                ;Geraldo Rivera             ;Ginger Zee                 ;Jodie Sweetin              ;Kim Fields                 ;Marla Maples               ;Mischa Barton              ;Nyle DiMarco               ;Paige VanZant              ;Von Miller                 ;Wanya Morris               ,Antonio Brown              ;Doug Flutie                ;Geraldo Rivera             ;Ginger Zee                 ;Jodie Sweetin              ;Kim Fields                 ;Marla Maples               ;Mischa Barton              ;Nyle DiMarco               ;Paige VanZant              ;Von Miller                 ;Wanya Morris               ,1,1.0,12
22,10,12,12,12,Antonio Brown              ;Doug Flutie                ;Geraldo Rivera             ;Ginger Zee                 ;Jodie Sweetin              ;Kim Fields                 ;Marla Maples               ;Mischa Barton              ;Nyle DiMarco               ;Paige VanZant              ;Von Miller                 ;Wanya Morris               ,Antonio Brown              ;Doug Flutie                ;Geraldo Rivera             ;Ginger Zee                 ;Jodie Sweetin              ;Kim Fields                 ;Marla Maples               ;Mischa Barton              ;Nyle DiMarco               ;Paige VanZant              ;Von Miller                 ;Wanya Morris               ,1,1.0,12
23,1,13,13,13,Amber Rose                 ;Babyface                   ;Calvin Johnson Jr.         ;Jake T. Austin             ;James Hinchcliffe          ;Jana Kramer                ;Laurie Hernandez           ;Marilu Henner              ;Maureen McCormick          ;Rick Perry                 ;Ryan Lochte                ;Terra Jole                 ;Vanilla Ice                ,Amber Rose                 ;Babyface                   ;Calvin Johnson Jr.         ;Jake T. Austin             ;James Hinchcliffe          ;Jana Kramer                ;Laurie Hernandez           ;Marilu Henner              ;Maureen McCormick          ;Rick Perry                 ;Ryan Lochte                ;Terra Jole                 ;Vanilla Ice                ,1,1.0,13
23,2,13,13,13,Amber Rose                 ;Babyface                   ;Calvin Johnson Jr.         ;Jake T. Austin             ;James Hinchcliffe          ;Jana Kramer                ;Laurie Hernandez           ;Marilu Henner              ;Maureen McCormick          ;Rick Perry                 ;Ryan Lochte                ;Terra Jole                 ;Vanilla Ice                ,Amber Rose                 ;Babyface                   ;Calvin Johnson Jr.         ;Jake T. Austin             ;James Hinchcliffe          ;Jana Kramer                ;Laurie Hernandez           ;Marilu Henner              ;Maureen McCormick          ;Rick Perry                 ;Ryan Lochte                ;Terra Jole                 ;Vanilla Ice                ,1,1.0,13
23,3,13,13,13,Amber Rose                 ;Babyface                   ;Calvin Johnson Jr.         ;Jake T. Austin             ;James Hinchcliffe          ;Jana Kramer                ;Laurie Hernandez           ;Marilu Henner              ;Maureen McCormick          ;Rick Perry                 ;Ryan Lochte                ;Terra Jole                 ;Vanilla Ice                ,Amber Rose                 ;Babyface                   ;Calvin Johnson Jr.         ;Jake T. Austin             ;James Hinchcliffe          ;Jana Kramer                ;Laurie Hernandez           ;Marilu Henner              ;Maureen McCormick          ;Rick Perry                 ;Ryan Lochte                ;Terra Jole                 ;Vanilla Ice                ,1,1.0,13
23,4,13,13,13,Amber Rose                 ;Babyface                   ;Calvin Johnson Jr.         ;Jake T. Austin             ;James Hinchcliffe          ;Jana Kramer                ;Laurie Hernandez           ;Marilu Henner              ;Maureen McCormick          ;Rick Perry                 ;Ryan Lochte                ;Terra Jole                 ;Vanilla Ice                ,Amber Rose                 ;Babyface                   ;Calvin Johnson Jr.         ;Jake T. Austin             ;James Hinchcliffe          ;Jana Kramer                ;Laurie Hernandez           ;Marilu Henner              ;Maureen McCormick          ;Rick Perry                 ;Ryan Lochte                ;Terra Jole                 ;Vanilla Ice                ,1,1.0,13
23,5,13,13,13,Amber Rose                 ;Babyface                   ;Calvin Johnson Jr.         ;Jake T. Austin             ;James Hinchcliffe          ;Jana Kramer                ;Laurie Hernandez           ;Marilu Henner              ;Maureen McCormick          ;Rick Perry                 ;Ryan Lochte                ;Terra Jole                 ;Vanilla Ice                ,Amber Rose                 ;Babyface                   ;Calvin Johnson Jr.         ;Jake T. Austin             ;James Hinchcliffe          ;Jana Kramer                ;Laurie Hernandez           ;Marilu Henner              ;Maureen McCormick          ;Rick Perry                 ;Ryan Lochte                ;Terra Jole                 ;Vanilla Ice                ,1,1.0,13
23,6,13,13,13,Amber Rose                 ;Babyface                   ;Calvin Johnson Jr.         ;Jake T. Austin             ;James Hinchcliffe          ;Jana Kramer                ;Laurie Hernandez           ;Marilu Henner              ;Maureen McCormick          ;Rick Perry                 ;Ryan Lochte                ;Terra Jole                 ;Vanilla Ice                ,Amber Rose                 ;Babyface                   ;Calvin Johnson Jr.         ;Jake T. Austin             ;James Hinchcliffe          ;Jana Kramer                ;Laurie Hernandez           ;Marilu Henner              ;Maureen McCormick          ;Rick Perry                 ;Ryan Lochte                ;Terra Jole                 ;Vanilla Ice                ,1,1.0,13
23,7,13,13,13,Amber Rose                 ;Babyface                   ;Calvin Johnson Jr.         ;Jake T. Austin             ;James Hinchcliffe          ;Jana Kramer                ;Laurie Hernandez           ;Marilu Henner              ;Maureen McCormick          ;Rick Perry                 ;Ryan Lochte                ;Terra Jole                 ;Vanilla Ice                ,Amber Rose                 ;Babyface                   ;Calvin Johnson Jr.         ;Jake T. Austin             ;James Hinchcliffe          ;Jana Kramer                ;Laurie Hernandez           ;Marilu Henner              ;Maureen McCormick          ;Rick Perry                 ;Ryan Lochte                ;Terra Jole                 ;Vanilla Ice                ,1,1.0,13
23,8,13,13,13,Amber Rose                 ;Babyface                   ;Calvin Johnson Jr.         ;Jake T. Austin             ;James Hinchcliffe          ;Jana Kramer                ;Laurie Hernandez           ;Marilu Henner              ;Maureen McCormick          ;Rick Perry                 ;Ryan Lochte                ;Terra Jole                 ;Vanilla Ice                ,Amber Rose                 ;Babyface                   ;Calvin Johnson Jr.         ;Jake T. Austin             ;James Hinchcliffe          ;Jana Kramer                ;Laurie Hernandez           ;Marilu Henner              ;Maureen McCormick          ;Rick Perry                 ;Ryan Lochte                ;Terra Jole                 ;Vanilla Ice                ,1,1.0,13
23,9,13,13,13,Amber Rose                 ;Babyface                   ;Calvin Johnson Jr.         ;Jake T. Austin             ;James Hinchcliffe          ;Jana Kramer                ;Laurie Hernandez           ;Marilu Henner              ;Maureen McCormick          ;Rick Perry                 ;Ryan Lochte                ;Terra Jole                 ;Vanilla Ice                ,Amber Rose                 ;Babyface                   ;Calvin Johnson Jr.         ;Jake T. Austin             ;James Hinchcliffe          ;Jana Kramer                ;Laurie Hernandez           ;Marilu Henner              ;Maureen McCormick          ;Rick Perry                 ;Ryan Lochte                ;Terra Jole                 ;Vanilla Ice                ,1,1.0,13
23,10,13,13,13,Amber Rose                 ;Babyface                   ;Calvin Johnson Jr.         ;Jake T. Austin             ;James Hinchcliffe          ;Jana Kramer                ;Laurie Hernandez           ;Marilu Henner              ;Maureen McCormick          ;Rick Perry                 ;Ryan Lochte                ;Terra Jole                 ;Vanilla Ice                ,Amber Rose                 ;Babyface                   ;Calvin Johnson Jr.         ;Jake T. Austin             ;James Hinchcliffe          ;Jana Kramer                ;Laurie Hernandez           ;Marilu Henner              ;Maureen McCormick          ;Rick Perry                 ;Ryan Lochte                ;Terra Jole                 ;Vanilla Ice                ,1,1.0,13
23,11,13,13,13,Amber Rose                 ;Babyface                   ;Calvin Johnson Jr.         ;Jake T. Austin             ;James Hinchcliffe          ;Jana Kramer                ;Laurie Hernandez           ;Marilu Henner              ;Maureen McCormick          ;Rick Perry                 ;Ryan Lochte                ;Terra Jole                 ;Vanilla Ice                ,Amber Rose                 ;Babyface                   ;Calvin Johnson Jr.         ;Jake T. Austin             ;James Hinchcliffe          ;Jana Kramer                ;Laurie Hernandez           ;Marilu Henner              ;Maureen McCormick          ;Rick Perry                 ;Ryan Lochte                ;Terra Jole                 ;Vanilla Ice                ,1,1.0,13
24,1,12,12,12,Bonner Bolton              ;Charo                      ;Chris Kattan               ;David Ross                 ;Erika Jayne                ;Heather Morris             ;Mr. T                      ;Nancy Kerrigan             ;Nick Viall                 ;Normani                    ;Rashad Jennings            ;Simone Biles               ,Bonner Bolton              ;Charo                      ;Chris Kattan               ;David Ross                 ;Erika Jayne                ;Heather Morris             ;Mr. T                      ;Nancy Kerrigan             ;Nick Viall                 ;Normani                    ;Rashad Jennings            ;Simone Biles               ,1,1.0,12
