season, week, method , bottom2_save, rank_tie_method, k_official, n_active_before, eliminated_pred
    18,    6, percent, True        ,                ,          1,               9, Cody Simpson
    18,    7, percent, True        ,                ,          1,               8, Drew Carey
    18,    8, percent, True        ,                ,          1,               7, NeNe Leakes
    18,    9, percent, True        ,                ,          1,               6, Danica McKellar
    18,   10, percent, True        ,                ,          1,               5, Charlie White
    18,    1, rank   , False       , min            ,          0,              12, 
    18,    2, rank   , False       , min            ,          2,              12, Diana Nyad; Sean Avery
    18,    3, rank   , False       , min            ,          0,              10, 
    18,    4, rank   , False       , min            ,          0,              10, 
    18,    5, rank   , False       , min            ,          1,              10, Cody Simpson
    18,    6, rank   , False       , min            ,          1,               9, Drew Carey
    18,    7, rank   , False       , min            ,          1,               8, NeNe Leakes
    18,    8, rank   , False       , min            ,          1,               7, Billy Dee Williams
    18,    9, rank   , False       , min            ,          1,               6, Danica McKellar
    18,   10, rank   , False       , min            ,          1,               5, Charlie White
    18,    1, rank   , True        , min            ,          0,              12, 
    18,    2, rank   , True        , min            ,          2,              12, Diana Nyad; Sean Avery
    18,    3, rank   , True        , min            ,          0,              10, 
    18,    4, rank   , True        , min            ,          0,              10, 
    18,    5, rank   , True        , min            ,          1,              10, Drew Carey
    18,    6, rank   , True        , min            ,          1,               9, Billy Dee Williams
    18,    7, rank   , True        , min            ,          1,               8, Cody Simpson
    18,    8, rank   , True        , min            ,          1,               7, NeNe Leakes
    18,    9, rank   , True        , min            ,          1,               6, Danica McKellar
    18,   10, rank   , True        , min            ,          1,               5, Charlie White
    18,    1, rank   , False       , average        ,          0,              12, 
    18,    2, rank   , False       , average        ,          2,              12, Diana Nyad; Sean Avery
    18,    3, rank   , False       , average        ,          0,              10, 
    18,    4, rank   , False       , average        ,          0,              10, 
    18,    5, rank   , False       , average        ,          1,              10, Cody Simpson
    18,    6, rank   , False       , average        ,          1,               9, Drew Carey
    18,    7, rank   , False       , average        ,          1,               8, NeNe Leakes
    18,    8, rank   , False       , average        ,          1,               7, Billy Dee Williams
    18,    9, rank   , False       , average        ,          1,               6, Danica McKellar
    18,   10, rank   , False       , average        ,          1,               5, Charlie White
    18,    1, rank   , True        , average        ,          0,              12, 
    18,    2, rank   , True        , average        ,          2,              12, Diana Nyad; Sean Avery
    18,    3, rank   , True        , average        ,          0,              10, 
    18,    4, rank   , True        , average        ,          0,              10, 
    18,    5, rank   , True        , average        ,          1,              10, Drew Carey
    18,    6, rank   , True        , average        ,          1,               9, Billy Dee Williams
    18,    7, rank   , True        , average        ,          1,               8, Cody Simpson
    18,    8, rank   , True        , average        ,          1,               7, NeNe Leakes
    18,    9, rank   , True        , average        ,          1,               6, Danica McKellar
    18,   10, rank   , True        , average        ,          1,               5, Charlie White
    19,    1, percent, False       ,                ,          1,              13, Lolo Jones
    19,    2, percent, False       ,                ,          1,              12, Tavis Smiley
    19,    3, percent, False       ,                ,          1,              11, Randy Couture
    19,    4, percent, False       ,                ,          1,              10, Betsey Johnson
    19,    5, percent, False       ,                ,          0,               9, 
    19,    6, percent, False       ,                ,          1,               9, Jonathan Bennett
    19,    7, percent, False       ,                ,          1,               8, Antonio Sabato Jr.
    19,    8, percent, False       ,                ,          1,               7, Michael Waltrip
    19,    9, percent, False       ,                ,          1,               6, Lea Thompson
    19,   10, percent, False       ,                ,          1,               5, Tommy Chong
    19,   11, percent, False       ,                ,          1,               4, Bethany Mota
    19,    1, percent, True        ,                ,          1,              13, Lolo Jones
    19,    2, percent, True        ,                ,          1,              12, Tavis Smiley
    19,    3, percent, True        ,                ,          1,              11, Randy Couture
    19,    4, percent, True        ,                ,          1,              10, Jonathan Bennett
    19,    5, percent, True        ,                ,          0,               9, 
    19,    6, percent, True        ,                ,          1,               9, Betsey Johnson
    19,    7, percent, True        ,                ,          1,               8, Michael Waltrip
    19,    8, percent, True        ,                ,          1,               7, Antonio Sabato Jr.
    19,    9, percent, True        ,                ,          1,               6, Tommy Chong
    19,   10, percent, True        ,                ,          1,               5, Lea Thompson
    19,   11, percent, True        ,                ,          1,               4, Bethany Mota
    19,    1, rank   , False       , min            ,          1,              13, Lolo Jones
    19,    2, rank   , False       , min            ,          1,              12, Tavis Smiley
    19,    3, rank   , False       , min            ,          1,              11, Randy Couture
    19,    4, rank   , False       , min            ,          1,              10, Jonathan Bennett
    19,    5, rank   , False       , min            ,          0,               9, 
    19,    6, rank   , False       , min            ,          1,               9, Antonio Sabato Jr.
    19,    7, rank   , False       , min            ,          1,               8, Michael Waltrip
    19,    8, rank   , False       , min            ,          1,               7, Betsey Johnson
    19,    9, rank   , False       , min            ,          1,               6, Lea Thompson
    19,   10, rank   , False       , min            ,          1,               5, Tommy Chong
    19,   11, rank   , False       , min            ,          1,               4, Bethany Mota
    19,    1, rank   , True        , min            ,          1,              13, Betsey Johnson
    19,    2, rank   , True        , min            ,          1,              12, Lolo Jones
    19,    3, rank   , True        , min            ,          1,              11, Tavis Smiley
    19,    4, rank   , True        , min            ,          1,              10, Randy Couture
    19,    5, rank   , True        , min            ,          0,               9, 
    19,    6, rank   , True        , min            ,          1,               9, Antonio Sabato Jr.
    19,    7, rank   , True        , min            ,          1,               8, Jonathan Bennett
    19,    8, rank   , True        , min            ,          1,               7, Michael Waltrip
    19,    9, rank   , True        , min            ,          1,               6, Tommy Chong
    19,   10, rank   , True        , min            ,          1,               5, Lea Thompson
    19,   11, rank   , True        , min            ,          1,               4, Bethany Mota
    19,    1, rank   , False       , average        ,          1,              13, Lolo Jones
    19,    2, rank   , False       , average        ,          1,              12, Tavis Smiley
    19,    3, rank   , False       , average        ,          1,              11, Randy Couture
    19,    4, rank   , False       , average        ,          1,              10, Jonathan Bennett
    19,    5, rank   , False       , average        ,          0,               9, 
    19,    6, rank   , False       , average        ,          1,               9, Antonio Sabato Jr.
    19,    7, rank   , False       , average        ,          1,               8, Michael Waltrip
    19,    8, rank   , False       , average        ,          1,               7, Betsey Johnson
    19,    9, rank   , False       , average        ,          1,               6, Lea Thompson
    19,   10, rank   , False       , average        ,          1,               5, Tommy Chong
    19,   11, rank   , False       , average        ,          1,               4, Bethany Mota
    19,    1, rank   , True        , average        ,          1,              13, Betsey Johnson
    19,    2, rank   , True        , average        ,          1,              12, Lolo Jones
    19,    3, rank   , True        , average        ,          1,              11, Tavis Smiley
    19,    4, rank   , True        , average        ,          1,              10, Randy Couture
    19,    5, rank   , True        , average        ,          0,               9, 
    19,    6, rank   , True        , average        ,          1,               9, Antonio Sabato Jr.
    19,    7, rank   , True        , average        ,          1,               8, Jonathan Bennett
    19,    8, rank   , True        , average        ,          1,               7, Michael Waltrip
    19,    9, rank   , True        , average        ,          1,               6, Tommy Chong
    19,   10, rank   , True        , average        ,          1,               5, Lea Thompson
    19,   11, rank   , True        , average        ,          1,               4, Bethany Mota
    20,    1, percent, False       ,                ,          0,              12, 
    20,    2, percent, False       ,                ,          1,              12, Redfoo
    20,    3, percent, False       ,                ,          1,              11, Charlotte McKinney
    20,    4, percent, False       ,                ,          1,              10, Michael Sam
    20,    5, percent, False       ,                ,          1,               9, Suzanne Somers
    20,    6, percent, False       ,                ,          1,               8, Patti LaBelle
    20,    7, percent, False       ,                ,          1,               7, Willow Shields
    20,    8, percent, False       ,                ,          2,               6, Robert Herjavec; Chris Soules
    20,    9, percent, False       ,                ,          1,               4, Nastia Liukin
    20,   10, percent, False       ,                ,          0,               3, 
    20,    1, percent, True        ,                ,          0,              12, 
    20,    2, percent, True        ,                ,          1,              12, Charlotte McKinney
    20,    3, percent, True        ,                ,          1,              11, Redfoo
    20,    4, percent, True        ,                ,          1,              10, Suzanne Somers
    20,    5, percent, True        ,                ,          1,               9, Michael Sam
    20,    6, percent, True        ,                ,          1,               8, Patti LaBelle
    20,    7, percent, True        ,                ,          1,               7, Robert Herjavec
    20,    8, percent, True        ,                ,          2,               6, Willow Shields; Chris Soules
    20,    9, percent, True        ,                ,          1,               4, Noah Galloway
    20,   10, percent, True        ,                ,          0,               3, 
    20,    1, rank   , False       , min            ,          0,              12, 
    20,    2, rank   , False       , min            ,          1,              12, Charlotte McKinney
    20,    3, rank   , False       , min            ,          1,              11, Michael Sam
    20,    4, rank   , False       , min            ,          1,              10, Suzanne Somers
    20,    5, rank   , False       , min            ,          1,               9, Redfoo
    20,    6, rank   , False       , min            ,          1,               8, Patti LaBelle
    20,    7, rank   , False       , min            ,          1,               7, Robert Herjavec
    20,    8, rank   , False       , min            ,          2,               6, Chris Soules; Willow Shields
    20,    9, rank   , False       , min            ,          1,               4, Noah Galloway
    20,   10, rank   , False       , min            ,          0,               3, 
    20,    1, rank   , True        , min            ,          0,              12, 
    20,    2, rank   , True        , min            ,          1,              12, Charlotte McKinney
    20,    3, rank   , True        , min            ,          1,              11, Patti LaBelle
    20,    4, rank   , True        , min            ,          1,              10, Suzanne Somers
    20,    5, rank   , True        , min            ,          1,               9, Michael Sam
    20,    6, rank   , True        , min            ,          1,               8, Redfoo
    20,    7, rank   , True        , min            ,          1,               7, Robert Herjavec
    20,    8, rank   , True        , min            ,          2,               6, Willow Shields; Chris Soules
    20,    9, rank   , True        , min            ,          1,               4, Noah Galloway
    20,   10, rank   , True        , min            ,          0,               3, 
    20,    1, rank   , False       , average        ,          0,              12, 
    20,    2, rank   , False       , average        ,          1,              12, Charlotte McKinney
    20,    3, rank   , False       , average        ,          1,              11, Michael Sam
    20,    4, rank   , False       , average        ,          1,              10, Suzanne Somers
    20,    5, rank   , False       , average        ,          1,               9, Redfoo
    20,    6, rank   , False       , average        ,          1,               8, Patti LaBelle
    20,    7, rank   , False       , average        ,          1,               7, Robert Herjavec
    20,    8, rank   , False       , average        ,          2,               6, Chris Soules; Willow Shields
    20,    9, rank   , False       , average        ,          1,               4, Noah Galloway
    20,   10, rank   , False       , average        ,          0,               3, 
    20,    1, rank   , True        , average        ,          0,              12, 
    20,    2, rank   , True        , average        ,          1,              12, Charlotte McKinney
    20,    3, rank   , True        , average        ,          1,              11, Patti LaBelle
    20,    4, rank   , True        , average        ,          1,              10, Suzanne Somers
    20,    5, rank   , True        , average        ,          1,               9, Michael Sam
    20,    6, rank   , True        , average        ,          1,               8, Redfoo
    20,    7, rank   , True        , average        ,          1,               7, Robert Herjavec
    20,    8, rank   , True        , average        ,          2,               6, Willow Shields; Chris Soules
    20,    9, rank   , True        , average        ,          1,               4, Noah Galloway
    20,   10, rank   , True        , average        ,          0,               3, 
    21,    1, percent, False       ,                ,          0,              13, 
    21,    2, percent, False       ,                ,          2,              13, Chaka Khan; Victor Espinoza
    21,    3, percent, False       ,                ,          0,              11, 
    21,    4, percent, False       ,                ,          1,              11, Gary Busey
    21,    5, percent, False       ,                ,          0,              10, 
    21,    6, percent, False       ,                ,          1,              10, Paula Deen
    21,    7, percent, False       ,                ,          1,               9, Kim Zolciak-Biermann
    21,    8, percent, False       ,                ,          1,               8, Hayes Grier
    21,    9, percent, False       ,                ,          1,               7, Andy Grammer
    21,   10, percent, False       ,                ,          0,               6, 
    21,   11, percent, False       ,                ,          1,               6, Alexa PenaVega
    21,    1, percent, True        ,                ,          0,              13, 
    21,    2, percent, True        ,                ,          2,              13, Chaka Khan; Gary Busey
    21,    3, percent, True        ,                ,          0,              11, 
    21,    4, percent, True        ,                ,          1,              11, Kim Zolciak-Biermann
    21,    5, percent, True        ,                ,          0,              10, 
    21,    6, percent, True        ,                ,          1,              10, Victor Espinoza
    21,    7, percent, True        ,                ,          1,               9, Paula Deen
    21,    8, percent, True        ,                ,          1,               8, Hayes Grier
    21,    9, percent, True        ,                ,          1,               7, Andy Grammer
    21,   10, percent, True        ,                ,          0,               6, 
    21,   11, percent, True        ,                ,          1,               6, Alexa PenaVega
    21,    1, rank   , False       , min            ,          0,              13, 
    21,    2, rank   , False       , min            ,          2,              13, Chaka Khan; Gary Busey
    21,    3, rank   , False       , min            ,          0,              11, 
    21,    4, rank   , False       , min            ,          1,              11, Paula Deen
    21,    5, rank   , False       , min            ,          0,              10, 
    21,    6, rank   , False       , min            ,          1,              10, Hayes Grier
    21,    7, rank   , False       , min            ,          1,               9, Kim Zolciak-Biermann
    21,    8, rank   , False       , min            ,          1,               8, Andy Grammer
    21,    9, rank   , False       , min            ,          1,               7, Victor Espinoza
    21,   10, rank   , False       , min            ,          0,               6, 
    21,   11, rank   , False       , min            ,          1,               6, Alexa PenaVega
    21,    1, rank   , True        , min            ,          0,              13, 
    21,    2, rank   , True        , min            ,          2,              13, Chaka Khan; Gary Busey
    21,    3, rank   , True        , min            ,          0,              11, 
    21,    4, rank   , True        , min            ,          1,              11, Kim Zolciak-Biermann
    21,    5, rank   , True        , min            ,          0,              10, 
    21,    6, rank   , True        , min            ,          1,              10, Victor Espinoza
    21,    7, rank   , True        , min            ,          1,               9, Paula Deen
    21,    8, rank   , True        , min            ,          1,               8, Hayes Grier
    21,    9, rank   , True        , min            ,          1,               7, Andy Grammer
    21,   10, rank   , True        , min            ,          0,               6, 
    21,   11, rank   , True        , min            ,          1,               6, Alexa PenaVega
    21,    1, rank   , False       , average        ,          0,              13, 
    21,    2, rank   , False       , average        ,          2,              13, Chaka Khan; Victor Espinoza
    21,    3, rank   , False       , average        ,          0,              11, 
    21,    4, rank   , False       , average        ,          1,              11, Gary Busey
    21,    5, rank   , False       , average        ,          0,              10, 
    21,    6, rank   , False       , average        ,          1,              10, Paula Deen
    21,    7, rank   , False       , average        ,          1,               9, Kim Zolciak-Biermann
    21,    8, rank   , False       , average        ,          1,               8, Andy Grammer
    21,    9, rank   , False       , average        ,          1,               7, Hayes Grier
    21,   10, rank   , False       , average        ,          0,               6, 
    21,   11, rank   , False       , average        ,          1,               6, Alexa PenaVega
    21,    1, rank   , True        , average        ,          0,              13, 
    21,    2, rank   , True        , average        ,          2,              13, Chaka Khan; Gary Busey
    21,    3, rank   , True        , average        ,          0,              11, 
    21,    4, rank   , True        , average        ,          1,              11, Kim Zolciak-Biermann
    21,    5, rank   , True        , average        ,          0,              10, 
    21,    6, rank   , True        , average        ,          1,              10, Victor Espinoza
    21,    7, rank   , True        , average        ,          1,               9, Paula Deen
    21,    8, rank   , True        , average        ,          1,               8, Hayes Grier
    21,    9, rank   , True        , average        ,          1,               7, Andy Grammer
    21,   10, rank   , True        , average        ,          0,               6, 
    21,   11, rank   , True        , average        ,          1,               6, Alexa PenaVega
    22,    1, percent, False       ,                ,          0,              12, 
    22,    2, percent, False       ,                ,          1,              12, Geraldo Rivera
    22,    3, percent, False       ,                ,          1,              11, Mischa Barton
    22,    4, percent, False       ,                ,          1,              10, Marla Maples
    22,    5, percent, False       ,                ,          0,               9, 
    22,    6, percent, False       ,                ,          1,               9, Doug Flutie
    22,    7, percent, False       ,                ,          2,               8, Von Miller; Kim Fields
    22,    8, percent, False       ,                ,          1,               6, Jodie Sweetin
    22,    9, percent, False       ,                ,          2,               5, Antonio Brown; Wanya Morris
    22,   10, percent, False       ,                ,          0,               3, 
    22,    1, percent, True        ,                ,          0,              12, 
    22,    2, percent, True        ,                ,          1,              12, Geraldo Rivera
    22,    3, percent, True        ,                ,          1,              11, Mischa Barton
    22,    4, percent, True        ,                ,          1,              10, Doug Flutie
    22,    5, percent, True        ,                ,          0,               9, 
    22,    6, percent, True        ,                ,          1,               9, Marla Maples
    22,    7, percent, True        ,                ,          2,               8, Von Miller; Jodie Sweetin
    22,    8, percent, True        ,                ,          1,               6, Kim Fields
    22,    9, percent, True        ,                ,          2,               5, Antonio Brown; Ginger Zee
    22,   10, percent, True        ,                ,          0,               3, 
    22,    1, rank   , False       , min            ,          0,              12, 
    22,    2, rank   , False       , min            ,          1,              12, Geraldo Rivera
    22,    3, rank   , False       , min            ,          1,              11, Mischa Barton
    22,    4, rank   , False       , min            ,          1,              10, Doug Flutie
    22,    5, rank   , False       , min            ,          0,               9, 
    22,    6, rank   , False       , min            ,          1,               9, Kim Fields
    22,    7, rank   , False       , min            ,          2,               8, Jodie Sweetin; Marla Maples
    22,    8, rank   , False       , min            ,          1,               6, Antonio Brown
    22,    9, rank   , False       , min            ,          2,               5, Von Miller; Ginger Zee
    22,   10, rank   , False       , min            ,          0,               3, 
    22,    1, rank   , True        , min            ,          0,              12, 
    22,    2, rank   , True        , min            ,          1,              12, Geraldo Rivera
    22,    3, rank   , True        , min            ,          1,              11, Mischa Barton
    22,    4, rank   , True        , min            ,          1,              10, Doug Flutie
    22,    5, rank   , True        , min            ,          0,               9, 
    22,    6, rank   , True        , min            ,          1,               9, Marla Maples
    22,    7, rank   , True        , min            ,          2,               8, Jodie Sweetin; Von Miller
    22,    8, rank   , True        , min            ,          1,               6, Wanya Morris
    22,    9, rank   , True        , min            ,          2,               5, Kim Fields; Antonio Brown
    22,   10, rank   , True        , min            ,          0,               3, 
    22,    1, rank   , False       , average        ,          0,              12, 
    22,    2, rank   , False       , average        ,          1,              12, Geraldo Rivera
    22,    3, rank   , False       , average        ,          1,              11, Mischa Barton
    22,    4, rank   , False       , average        ,          1,              10, Doug Flutie
    22,    5, rank   , False       , average        ,          0,               9, 
    22,    6, rank   , False       , average        ,          1,               9, Kim Fields
    22,    7, rank   , False       , average        ,          2,               8, Jodie Sweetin; Marla Maples
    22,    8, rank   , False       , average        ,          1,               6, Antonio Brown
    22,    9, rank   , False       , average        ,          2,               5, Von Miller; Ginger Zee
    22,   10, rank   , False       , average        ,          0,               3, 
    22,    1, rank   , True        , average        ,          0,              12, 
    22,    2, rank   , True        , average        ,          1,              12, Geraldo Rivera
    22,    3, rank   , True        , average        ,          1,              11, Mischa Barton
    22,    4, rank   , True        , average        ,          1,              10, Doug Flutie
    22,    5, rank   , True        , average        ,          0,               9, 
    22,    6, rank   , True        , average        ,          1,               9, Kim Fields
    22,    7, rank   , True        , average        ,          2,               8, Marla Maples; Jodie Sweetin
    22,    8, rank   , True        , average        ,          1,               6, Wanya Morris
    22,    9, rank   , True        , average        ,          2,               5, Von Miller; Antonio Brown
    22,   10, rank   , True        , average        ,          0,               3, 
    23,    1, percent, False       ,                ,          0,              13, 
    23,    2, percent, False       ,                ,          1,              13, Jake T. Austin
    23,    3, percent, False       ,                ,          1,              12, Rick Perry
    23,    4, percent, False       ,                ,          2,              11, Babyface; Vanilla Ice
    23,    5, percent, False       ,                ,          0,               9, 
    23,    6, percent, False       ,                ,          1,               9, Amber Rose
    23,    7, percent, False       ,                ,          1,               8, Maureen McCormick
    23,    8, percent, False       ,                ,          1,               7, Ryan Lochte
    23,    9, percent, False       ,                ,          1,               6, Marilu Henner
    23,   10, percent, False       ,                ,          1,               5, Terra Jole
    23,   11, percent, False       ,                ,          1,               4, Jana Kramer
    23,    1, percent, True        ,                ,          0,              13, 
    23,    2, percent, True        ,                ,          1,              13, Rick Perry
    23,    3, percent, True        ,                ,          1,              12, Jake T. Austin
    23,    4, percent, True        ,                ,          2,              11, Babyface; Vanilla Ice
    23,    5, percent, True        ,                ,          0,               9, 
    23,    6, percent, True        ,                ,          1,               9, Amber Rose
    23,    7, percent, True        ,                ,          1,               8, Maureen McCormick
    23,    8, percent, True        ,                ,          1,               7, Marilu Henner
    23,    9, percent, True        ,                ,          1,               6, Ryan Lochte
    23,   10, percent, True        ,                ,          1,               5, Jana Kramer
    23,   11, percent, True        ,                ,          1,               4, Terra Jole
    23,    1, rank   , False       , min            ,          0,              13, 
    23,    2, rank   , False       , min            ,          1,              13, Rick Perry
    23,    3, rank   , False       , min            ,          1,              12, Vanilla Ice
    23,    4, rank   , False       , min            ,          2,              11, Babyface; Jake T. Austin
    23,    5, rank   , False       , min            ,          0,               9, 
    23,    6, rank   , False       , min            ,          1,               9, Amber Rose
    23,    7, rank   , False       , min            ,          1,               8, Maureen McCormick
    23,    8, rank   , False       , min            ,          1,               7, Marilu Henner
    23,    9, rank   , False       , min            ,          1,               6, Ryan Lochte
    23,   10, rank   , False       , min            ,          1,               5, Jana Kramer
    23,   11, rank   , False       , min            ,          1,               4, Terra Jole
    23,    1, rank   , True        , min            ,          0,              13, 
    23,    2, rank   , True        , min            ,          1,              13, Rick Perry
    23,    3, rank   , True        , min            ,          1,              12, Jake T. Austin
    23,    4, rank   , True        , min            ,          2,              11, Babyface; Ryan Lochte
    23,    5, rank   , True        , min            ,          0,               9, 
    23,    6, rank   , True        , min            ,          1,               9, Vanilla Ice
    23,    7, rank   , True        , min            ,          1,               8, Amber Rose
    23,    8, rank   , True        , min            ,          1,               7, Maureen McCormick
    23,    9, rank   , True        , min            ,          1,               6, Marilu Henner
    23,   10, rank   , True        , min            ,          1,               5, Calvin Johnson Jr.
    23,   11, rank   , True        , min            ,          1,               4, Terra Jole
    23,    1, rank   , False       , average        ,          0,              13, 
    23,    2, rank   , False       , average        ,          1,              13, Rick Perry
    23,    3, rank   , False       , average        ,          1,              12, Vanilla Ice
    23,    4, rank   , False       , average        ,          2,              11, Babyface; Jake T. Austin
    23,    5, rank   , False       , average        ,          0,               9, 
    23,    6, rank   , False       , average        ,          1,               9, Amber Rose
    23,    7, rank   , False       , average        ,          1,               8, Maureen McCormick
    23,    8, rank   , False       , average        ,          1,               7, Marilu Henner
    23,    9, rank   , False       , average        ,          1,               6, Ryan Lochte
    23,   10, rank   , False       , average        ,          1,               5, Jana Kramer
    23,   11, rank   , False       , average        ,          1,               4, Terra Jole
    23,    1, rank   , True        , average        ,          0,              13, 
    23,    2, rank   , True        , average        ,          1,              13, Rick Perry
    23,    3, rank   , True        , average        ,          1,              12, Vanilla Ice
    23,    4, rank   , True        , average        ,          2,              11, Jake T. Austin; Babyface
    23,    5, rank   , True        , average        ,          0,               9, 
    23,    6, rank   , True        , average        ,          1,               9, Amber Rose
    23,    7, rank   , True        , average        ,          1,               8, Marilu Henner
    23,    8, rank   , True        , average        ,          1,               7, Maureen McCormick
    23,    9, rank   , True        , average        ,          1,               6, Ryan Lochte
    23,   10, rank   , True        , average        ,          1,               5, Calvin Johnson Jr.
    23,   11, rank   , True        , average        ,          1,               4, Terra Jole
    24,    1, percent, False       ,                ,          0,              12, 
    24,    2, percent, False       ,                ,          1,              12, Chris Kattan
    24,    3, percent, False       ,                ,          1,              11, Charo
    24,    4, percent, False       ,                ,          1,              10, Mr. T
    24,    5, percent, False       ,                ,          1,               9, Erika Jayne
    24,    6, percent, False       ,                ,          1,               8, Heather Morris
    24,    7, percent, False       ,                ,          2,               7, Nick Viall; Nancy Kerrigan
    24,    8, percent, False       ,                ,          1,               5, Bonner Bolton
    24,    9, percent, False       ,                ,          1,               4, Simone Biles
    24,   10, percent, False       ,                ,          0,               3, 
    24,    1, percent, True        ,                ,          0,              12, 
    24,    2, percent, True        ,                ,          1,              12, Chris Kattan
    24,    3, percent, True        ,                ,          1,              11, Charo
    24,    4, percent, True        ,                ,          1,              10, Mr. T
    24,    5, percent, True        ,                ,          1,               9, Erika Jayne
    24,    6, percent, True        ,                ,          1,               8, Nick Viall
    24,    7, percent, True        ,                ,          2,               7, Heather Morris; Bonner Bolton
    24,    8, percent, True        ,                ,          1,               5, Nancy Kerrigan
    24,    9, percent, True        ,                ,          1,               4, David Ross
    24,   10, percent, True        ,                ,          0,               3, 
    24,    1, rank   , False       , min            ,          0,              12, 
    24,    2, rank   , False       , min            ,          1,              12, Chris Kattan
    24,    3, rank   , False       , min            ,          1,              11, Charo
    24,    4, rank   , False       , min            ,          1,              10, Mr. T
    24,    5, rank   , False       , min            ,          1,               9, Erika Jayne
    24,    6, rank   , False       , min            ,          1,               8, Nick Viall
    24,    7, rank   , False       , min            ,          2,               7, Bonner Bolton; Heather Morris
    24,    8, rank   , False       , min            ,          1,               5, Nancy Kerrigan
    24,    9, rank   , False       , min            ,          1,               4, Simone Biles
    24,   10, rank   , False       , min            ,          0,               3, 
    24,    1, rank   , True        , min            ,          0,              12, 
    24,    2, rank   , True        , min            ,          1,              12, Chris Kattan
    24,    3, rank   , True        , min            ,          1,              11, Charo
    24,    4, rank   , True        , min            ,          1,              10, Mr. T
    24,    5, rank   , True        , min            ,          1,               9, Erika Jayne
    24,    6, rank   , True        , min            ,          1,               8, Nick Viall
    24,    7, rank   , True        , min            ,          2,               7, Heather Morris; Bonner Bolton
    24,    8, rank   , True        , min            ,          1,               5, Nancy Kerrigan
    24,    9, rank   , True        , min            ,          1,               4, Rashad Jennings
    24,   10, rank   , True        , min            ,          0,               3, 
    24,    1, rank   , False       , average        ,          0,              12, 
    24,    2, rank   , False       , average        ,          1,              12, Chris Kattan
    24,    3, rank   , False       , average        ,          1,              11, Charo
    24,    4, rank   , False       , average        ,          1,              10, Mr. T
    24,    5, rank   , False       , average        ,          1,               9, Erika Jayne
    24,    6, rank   , False       , average        ,          1,               8, Nick Viall
    24,    7, rank   , False       , average        ,          2,               7, Bonner Bolton; Heather Morris
    24,    8, rank   , False       , average        ,          1,               5, Nancy Kerrigan
    24,    9, rank   , False       , average        ,          1,               4, Simone Biles
    24,   10, rank   , False       , average        ,          0,               3, 
    24,    1, rank   , True        , average        ,          0,              12, 
    24,    2, rank   , True        , average        ,          1,              12, Chris Kattan
    24,    3, rank   , True        , average        ,          1,              11, Charo
    24,    4, rank   , True        , average        ,          1,              10, Mr. T
    24,    5, rank   , True        , average        ,          1,               9, Erika Jayne
    24,    6, rank   , True        , average        ,          1,               8, Nick Viall
    24,    7, rank   , True        , average        ,          2,               7, Heather Morris; Bonner Bolton
    24,    8, rank   , True        , average        ,          1,               5, Nancy Kerrigan
    24,    9, rank   , True        , average        ,          1,               4, Rashad Jennings
    24,   10, rank   , True        , average        ,          0,               3, 
    25,    1, percent, False       ,                ,          0,              13, 
    25,    2, percent, False       ,                ,          2,              13, Barbara Corcoran; Debbie Gibson
    25,    3, percent, False       ,                ,          0,              11, 
    25,    4, percent, False       ,                ,          1,              11, Derek Fisher
    25,    5, percent, False       ,                ,          1,              10, Sasha Pieterse
    25,    6, percent, False       ,                ,          1,               9, Nick Lachey
    25,    7, percent, False       ,                ,          2,               8, Nikki Bella; Vanessa Lachey
    25,    8, percent, False       ,                ,          1,               6, Terrell Owens
    25,    9, percent, False       ,                ,          1,               5, Victoria Arlen
    25,   10, percent, False       ,                ,          1,               4, Drew Scott
    25,    1, percent, True        ,                ,          0,              13, 
    25,    2, percent, True        ,                ,          2,              13, Barbara Corcoran; Derek Fisher
    25,    3, percent, True        ,                ,          0,              11, 
    25,    4, percent, True        ,                ,          1,              11, Debbie Gibson
    25,    5, percent, True        ,                ,          1,              10, Nick Lachey
    25,    6, percent, True        ,                ,          1,               9, Sasha Pieterse
    25,    7, percent, True        ,                ,          2,               8, Nikki Bella; Terrell Owens
    25,    8, percent, True        ,                ,          1,               6, Vanessa Lachey
    25,    9, percent, True        ,                ,          1,               5, Drew Scott
    25,   10, percent, True        ,                ,          1,               4, Victoria Arlen
    25,    1, rank   , False       , min            ,          0,              13, 
    25,    2, rank   , False       , min            ,          2,              13, Barbara Corcoran; Derek Fisher
    25,    3, rank   , False       , min            ,          0,              11, 
    25,    4, rank   , False       , min            ,          1,              11, Nick Lachey
    25,    5, rank   , False       , min            ,          1,              10, Sasha Pieterse
    25,    6, rank   , False       , min            ,          1,               9, Debbie Gibson
    25,    7, rank   , False       , min            ,          2,               8, Nikki Bella; Terrell Owens
    25,    8, rank   , False       , min            ,          1,               6, Vanessa Lachey
    25,    9, rank   , False       , min            ,          1,               5, Drew Scott
    25,   10, rank   , False       , min            ,          1,               4, Victoria Arlen
    25,    1, rank   , True        , min            ,          0,              13, 
    25,    2, rank   , True        , min            ,          2,              13, Barbara Corcoran; Derek Fisher
    25,    3, rank   , True        , min            ,          0,              11, 
    25,    4, rank   , True        , min            ,          1,              11, Debbie Gibson
    25,    5, rank   , True        , min            ,          1,              10, Nick Lachey
    25,    6, rank   , True        , min            ,          1,               9, Sasha Pieterse
    25,    7, rank   , True        , min            ,          2,               8, Nikki Bella; Terrell Owens
