season,era_label,week,celebrity_name,industry_cluster,celebrity_age_during_season,judge_score_raw,judge_share,judge_rank,is_elimination_week,is_finalist
20,Percentage Era (S3-S27),8,Noah Galloway              ,Other,33,31.5,0.14893617021276595,5.0,False,True
20,Percentage Era (S3-S27),8,Robert Herjavec            ,Other,52,31.0,0.14657210401891252,6.0,True,False
20,Percentage Era (S3-S27),9,Riker Lynch                ,Actor/Actress,23,40.0,0.25477707006369427,1.0,False,False
20,Percentage Era (S3-S27),9,Nastia Liukin              ,Athlete,25,40.0,0.25477707006369427,1.0,True,False
20,Percentage Era (S3-S27),9,Rumer Willis               ,Actor/Actress,26,39.0,0.2484076433121019,3.0,False,False
20,Percentage Era (S3-S27),9,Noah Galloway              ,Other,33,38.0,0.24203821656050956,4.0,False,True
20,Percentage Era (S3-S27),10,Riker Lynch                ,Actor/Actress,23,40.0,0.3448275862068966,1.0,True,False
20,Percentage Era (S3-S27),10,Rumer Willis               ,Actor/Actress,26,40.0,0.3448275862068966,1.0,True,False
20,Percentage Era (S3-S27),10,Noah Galloway              ,Other,33,36.0,0.3103448275862069,3.0,False,True
21,Percentage Era (S3-S27),1,Nick Carter                ,Musician,35,24.0,0.096,1.0,False,False
21,Percentage Era (S3-S27),1,Bindi Irwin                ,Reality Star,17,24.0,0.096,1.0,False,False
21,Percentage Era (S3-S27),1,Carlos PenaVega            ,Actor/Actress,26,23.0,0.092,3.0,False,False
21,Percentage Era (S3-S27),1,Tamar Braxton              ,Musician,38,23.0,0.092,3.0,False,False
21,Percentage Era (S3-S27),1,Alexa PenaVega             ,Actor/Actress,27,22.0,0.088,5.0,False,False
21,Percentage Era (S3-S27),1,Alek Skarlatos             ,Other,22,22.0,0.088,5.0,False,True
21,Percentage Era (S3-S27),1,Andy Grammer               ,Musician,31,21.0,0.084,7.0,False,False
21,Percentage Era (S3-S27),1,Hayes Grier                ,Other,15,21.0,0.084,7.0,False,False
21,Percentage Era (S3-S27),1,Gary Busey                 ,Actor/Actress,71,15.0,0.06,9.0,False,False
21,Percentage Era (S3-S27),1,Victor Espinoza            ,Athlete,43,15.0,0.06,9.0,False,False
21,Percentage Era (S3-S27),1,Paula Deen                 ,Reality Star,68,15.0,0.06,9.0,False,False
21,Percentage Era (S3-S27),1,Chaka Khan                 ,Musician,62,13.0,0.052,12.0,False,False
21,Percentage Era (S3-S27),1,Kim Zolciak-Biermann       ,Reality Star,37,12.0,0.048,13.0,False,False
21,Percentage Era (S3-S27),2,Tamar Braxton              ,Musician,38,24.5,0.09057301293900184,1.0,False,False
21,Percentage Era (S3-S27),2,Bindi Irwin                ,Reality Star,17,24.0,0.08872458410351201,2.0,False,False
21,Percentage Era (S3-S27),2,Alexa PenaVega             ,Actor/Actress,27,23.0,0.08502772643253234,3.0,False,False
21,Percentage Era (S3-S27),2,Carlos PenaVega            ,Actor/Actress,26,22.5,0.08317929759704251,4.0,False,False
21,Percentage Era (S3-S27),2,Alek Skarlatos             ,Other,22,22.5,0.08317929759704251,4.0,False,True
21,Percentage Era (S3-S27),2,Nick Carter                ,Musician,35,22.5,0.08317929759704251,4.0,False,False
21,Percentage Era (S3-S27),2,Hayes Grier                ,Other,15,22.5,0.08317929759704251,4.0,False,False
21,Percentage Era (S3-S27),2,Andy Grammer               ,Musician,31,22.0,0.08133086876155268,8.0,False,False
21,Percentage Era (S3-S27),2,Victor Espinoza            ,Athlete,43,18.5,0.06839186691312385,9.0,True,False
21,Percentage Era (S3-S27),2,Kim Zolciak-Biermann       ,Reality Star,37,18.5,0.06839186691312385,9.0,True,False
21,Percentage Era (S3-S27),2,Paula Deen                 ,Reality Star,68,18.5,0.06839186691312385,9.0,False,False
21,Percentage Era (S3-S27),2,Gary Busey                 ,Actor/Actress,71,16.5,0.06099815157116451,12.0,False,False
21,Percentage Era (S3-S27),2,Chaka Khan                 ,Musician,62,15.0,0.05545286506469501,13.0,True,False
21,Percentage Era (S3-S27),3,Alexa PenaVega             ,Actor/Actress,27,36.0,0.1180327868852459,1.0,False,False
21,Percentage Era (S3-S27),3,Nick Carter                ,Musician,35,36.0,0.1180327868852459,1.0,False,False
21,Percentage Era (S3-S27),3,Alek Skarlatos             ,Other,22,33.0,0.10819672131147541,3.0,False,True
21,Percentage Era (S3-S27),3,Tamar Braxton              ,Musician,38,33.0,0.10819672131147541,3.0,False,False
21,Percentage Era (S3-S27),3,Bindi Irwin                ,Reality Star,17,32.0,0.10491803278688525,5.0,False,False
21,Percentage Era (S3-S27),3,Carlos PenaVega            ,Actor/Actress,26,31.0,0.10163934426229508,6.0,False,False
21,Percentage Era (S3-S27),3,Hayes Grier                ,Other,15,30.0,0.09836065573770492,7.0,False,False
21,Percentage Era (S3-S27),3,Andy Grammer               ,Musician,31,29.0,0.09508196721311475,8.0,False,False
21,Percentage Era (S3-S27),3,Gary Busey                 ,Actor/Actress,71,25.0,0.08196721311475409,9.0,False,False
21,Percentage Era (S3-S27),3,Paula Deen                 ,Reality Star,68,20.0,0.06557377049180328,10.0,False,False
21,Percentage Era (S3-S27),4,Bindi Irwin                ,Reality Star,17,28.0,0.11864406779661017,1.0,False,False
21,Percentage Era (S3-S27),4,Tamar Braxton              ,Musician,38,27.0,0.11440677966101695,2.0,False,False
21,Percentage Era (S3-S27),4,Nick Carter                ,Musician,35,27.0,0.11440677966101695,2.0,False,False
21,Percentage Era (S3-S27),4,Hayes Grier                ,Other,15,27.0,0.11440677966101695,2.0,False,False
21,Percentage Era (S3-S27),4,Carlos PenaVega            ,Actor/Actress,26,25.0,0.1059322033898305,5.0,False,False
21,Percentage Era (S3-S27),4,Alek Skarlatos             ,Other,22,24.0,0.1016949152542373,6.0,False,True
21,Percentage Era (S3-S27),4,Andy Grammer               ,Musician,31,23.0,0.09745762711864407,7.0,False,False
21,Percentage Era (S3-S27),4,Alexa PenaVega             ,Actor/Actress,27,21.0,0.08898305084745763,8.0,False,False
21,Percentage Era (S3-S27),4,Paula Deen                 ,Reality Star,68,18.0,0.07627118644067797,9.0,False,False
21,Percentage Era (S3-S27),4,Gary Busey                 ,Actor/Actress,71,16.0,0.06779661016949153,10.0,True,False
21,Percentage Era (S3-S27),5,Alexa PenaVega             ,Actor/Actress,27,40.0,0.132890365448505,1.0,False,False
21,Percentage Era (S3-S27),5,Carlos PenaVega            ,Actor/Actress,26,39.0,0.12956810631229235,2.0,False,False
21,Percentage Era (S3-S27),5,Bindi Irwin                ,Reality Star,17,37.0,0.12292358803986711,3.0,False,False
21,Percentage Era (S3-S27),5,Andy Grammer               ,Musician,31,36.0,0.11960132890365449,4.0,False,False
21,Percentage Era (S3-S27),5,Nick Carter                ,Musician,35,35.0,0.11627906976744186,5.0,False,False
21,Percentage Era (S3-S27),5,Hayes Grier                ,Other,15,30.0,0.09966777408637874,6.0,False,False
21,Percentage Era (S3-S27),5,Alek Skarlatos             ,Other,22,29.0,0.09634551495016612,7.0,False,True
21,Percentage Era (S3-S27),5,Tamar Braxton              ,Musician,38,29.0,0.09634551495016612,7.0,False,False
21,Percentage Era (S3-S27),5,Paula Deen                 ,Reality Star,68,26.0,0.08637873754152824,9.0,False,False
21,Percentage Era (S3-S27),6,Andy Grammer               ,Musician,31,40.0,0.12779552715654952,1.0,False,False
21,Percentage Era (S3-S27),6,Tamar Braxton              ,Musician,38,40.0,0.12779552715654952,1.0,False,False
21,Percentage Era (S3-S27),6,Bindi Irwin                ,Reality Star,17,40.0,0.12779552715654952,1.0,False,False
21,Percentage Era (S3-S27),6,Nick Carter                ,Musician,35,39.0,0.12460063897763578,4.0,False,False
21,Percentage Era (S3-S27),6,Carlos PenaVega            ,Actor/Actress,26,38.0,0.12140575079872204,5.0,False,False
21,Percentage Era (S3-S27),6,Hayes Grier                ,Other,15,32.0,0.10223642172523961,6.0,False,False
21,Percentage Era (S3-S27),6,Alexa PenaVega             ,Actor/Actress,27,30.0,0.09584664536741214,7.0,False,False
21,Percentage Era (S3-S27),6,Alek Skarlatos             ,Other,22,30.0,0.09584664536741214,7.0,False,True
21,Percentage Era (S3-S27),6,Paula Deen                 ,Reality Star,68,24.0,0.07667731629392971,9.0,True,False
21,Percentage Era (S3-S27),7,Bindi Irwin                ,Reality Star,17,29.0,0.13122171945701358,1.0,False,False
21,Percentage Era (S3-S27),7,Carlos PenaVega            ,Actor/Actress,26,28.0,0.12669683257918551,2.0,False,False
21,Percentage Era (S3-S27),7,Andy Grammer               ,Musician,31,28.0,0.12669683257918551,2.0,False,False
21,Percentage Era (S3-S27),7,Hayes Grier                ,Other,15,28.0,0.12669683257918551,2.0,True,False
21,Percentage Era (S3-S27),7,Alexa PenaVega             ,Actor/Actress,27,27.5,0.1244343891402715,5.0,False,False
21,Percentage Era (S3-S27),7,Tamar Braxton              ,Musician,38,27.0,0.12217194570135746,6.0,False,False
21,Percentage Era (S3-S27),7,Nick Carter                ,Musician,35,27.0,0.12217194570135746,6.0,False,False
21,Percentage Era (S3-S27),7,Alek Skarlatos             ,Other,22,26.5,0.11990950226244344,8.0,False,True
21,Percentage Era (S3-S27),8,Nick Carter                ,Musician,35,33.0,0.17010361887717176,1.0,False,False
21,Percentage Era (S3-S27),8,Carlos PenaVega            ,Actor/Actress,26,28.9998,0.14948396747618806,2.0,False,False
21,Percentage Era (S3-S27),8,Tamar Braxton              ,Musician,38,28.0,0.1443303432897215,3.0,False,False
21,Percentage Era (S3-S27),8,Bindi Irwin                ,Reality Star,17,28.0,0.1443303432897215,3.0,False,False
21,Percentage Era (S3-S27),8,Alexa PenaVega             ,Actor/Actress,27,26.9998,0.13917465724120795,5.0,False,False
21,Percentage Era (S3-S27),8,Alek Skarlatos             ,Other,22,25.0,0.12886637793725134,6.0,False,True
21,Percentage Era (S3-S27),8,Andy Grammer               ,Musician,31,23.9998,0.1237106918887378,7.0,True,False
21,Percentage Era (S3-S27),9,Alexa PenaVega             ,Actor/Actress,27,30.0,0.182370820668693,1.0,True,False
21,Percentage Era (S3-S27),9,Bindi Irwin                ,Reality Star,17,30.0,0.182370820668693,1.0,False,False
21,Percentage Era (S3-S27),9,Nick Carter                ,Musician,35,27.5,0.16717325227963525,3.0,False,False
21,Percentage Era (S3-S27),9,Carlos PenaVega            ,Actor/Actress,26,27.0,0.1641337386018237,4.0,False,False
21,Percentage Era (S3-S27),9,Alek Skarlatos             ,Other,22,25.5,0.15501519756838905,5.0,False,True
21,Percentage Era (S3-S27),9,Tamar Braxton              ,Musician,38,24.5,0.14893617021276595,6.0,True,False
21,Percentage Era (S3-S27),10,Carlos PenaVega            ,Actor/Actress,26,31.5,0.26582278481012656,1.0,False,False
21,Percentage Era (S3-S27),10,Bindi Irwin                ,Reality Star,17,31.5,0.26582278481012656,1.0,False,False
21,Percentage Era (S3-S27),10,Alek Skarlatos             ,Other,22,28.5,0.24050632911392406,3.0,False,True
21,Percentage Era (S3-S27),10,Nick Carter                ,Musician,35,27.0,0.22784810126582278,4.0,False,False
21,Percentage Era (S3-S27),11,Carlos PenaVega            ,Actor/Actress,26,30.0,0.25423750359110475,1.0,True,False
21,Percentage Era (S3-S27),11,Nick Carter                ,Musician,35,30.0,0.25423750359110475,1.0,True,False
21,Percentage Era (S3-S27),11,Bindi Irwin                ,Reality Star,17,30.0,0.25423750359110475,1.0,True,False
21,Percentage Era (S3-S27),11,Alek Skarlatos             ,Other,22,27.999899999999997,0.23728748922668577,4.0,False,True
22,Percentage Era (S3-S27),1,Nyle DiMarco               ,Other,26,23.0,0.0970464135021097,1.0,False,False
22,Percentage Era (S3-S27),1,Ginger Zee                 ,Host/Journalist,35,23.0,0.0970464135021097,1.0,False,True
22,Percentage Era (S3-S27),1,Wanya Morris               ,Musician,42,23.0,0.0970464135021097,1.0,False,False
22,Percentage Era (S3-S27),1,Von Miller                 ,Athlete,27,21.0,0.08860759493670886,4.0,False,False
22,Percentage Era (S3-S27),1,Antonio Brown              ,Athlete,27,21.0,0.08860759493670886,4.0,False,False
22,Percentage Era (S3-S27),1,Paige VanZant              ,Athlete,22,21.0,0.08860759493670886,4.0,False,False
22,Percentage Era (S3-S27),1,Marla Maples               ,Reality Star,52,21.0,0.08860759493670886,4.0,False,False
22,Percentage Era (S3-S27),1,Kim Fields                 ,Actor/Actress,46,20.0,0.08438818565400844,8.0,False,False
22,Percentage Era (S3-S27),1,Jodie Sweetin              ,Actor/Actress,34,20.0,0.08438818565400844,8.0,False,False
22,Percentage Era (S3-S27),1,Mischa Barton              ,Actor/Actress,30,16.0,0.06751054852320675,10.0,False,False
22,Percentage Era (S3-S27),1,Doug Flutie                ,Athlete,53,15.0,0.06329113924050633,11.0,False,False
22,Percentage Era (S3-S27),1,Geraldo Rivera             ,Host/Journalist,72,13.0,0.05485232067510549,12.0,False,False
22,Percentage Era (S3-S27),2,Paige VanZant              ,Athlete,22,24.0,0.1016949152542373,1.0,False,False
22,Percentage Era (S3-S27),2,Wanya Morris               ,Musician,42,24.0,0.1016949152542373,1.0,False,False
22,Percentage Era (S3-S27),2,Jodie Sweetin              ,Actor/Actress,34,21.0,0.08898305084745763,3.0,False,False
22,Percentage Era (S3-S27),2,Ginger Zee                 ,Host/Journalist,35,21.0,0.08898305084745763,3.0,False,True
22,Percentage Era (S3-S27),2,Doug Flutie                ,Athlete,53,20.0,0.0847457627118644,5.0,False,False
22,Percentage Era (S3-S27),2,Von Miller                 ,Athlete,27,20.0,0.0847457627118644,5.0,False,False
22,Percentage Era (S3-S27),2,Nyle DiMarco               ,Other,26,20.0,0.0847457627118644,5.0,False,False
22,Percentage Era (S3-S27),2,Marla Maples               ,Reality Star,52,20.0,0.0847457627118644,5.0,False,False
22,Percentage Era (S3-S27),2,Kim Fields                 ,Actor/Actress,46,19.0,0.08050847457627118,9.0,False,False
22,Percentage Era (S3-S27),2,Antonio Brown              ,Athlete,27,19.0,0.08050847457627118,9.0,False,False
22,Percentage Era (S3-S27),2,Mischa Barton              ,Actor/Actress,30,15.0,0.0635593220338983,11.0,False,False
22,Percentage Era (S3-S27),2,Geraldo Rivera             ,Host/Journalist,72,13.0,0.05508474576271186,12.0,True,False
22,Percentage Era (S3-S27),3,Nyle DiMarco               ,Other,26,25.0,0.10548523206751055,1.0,False,False
22,Percentage Era (S3-S27),3,Wanya Morris               ,Musician,42,24.0,0.10126582278481013,2.0,False,False
22,Percentage Era (S3-S27),3,Jodie Sweetin              ,Actor/Actress,34,23.0,0.0970464135021097,3.0,False,False
22,Percentage Era (S3-S27),3,Paige VanZant              ,Athlete,22,23.0,0.0970464135021097,3.0,False,False
22,Percentage Era (S3-S27),3,Kim Fields                 ,Actor/Actress,46,22.0,0.09282700421940929,5.0,False,False
22,Percentage Era (S3-S27),3,Ginger Zee                 ,Host/Journalist,35,21.0,0.08860759493670886,6.0,False,True
22,Percentage Era (S3-S27),3,Marla Maples               ,Reality Star,52,21.0,0.08860759493670886,6.0,False,False
22,Percentage Era (S3-S27),3,Doug Flutie                ,Athlete,53,20.0,0.08438818565400844,8.0,False,False
22,Percentage Era (S3-S27),3,Von Miller                 ,Athlete,27,20.0,0.08438818565400844,8.0,False,False
22,Percentage Era (S3-S27),3,Antonio Brown              ,Athlete,27,20.0,0.08438818565400844,8.0,False,False
22,Percentage Era (S3-S27),3,Mischa Barton              ,Actor/Actress,30,18.0,0.0759493670886076,11.0,True,False
22,Percentage Era (S3-S27),4,Paige VanZant              ,Athlete,22,36.0,0.11285266457680251,1.0,False,False
22,Percentage Era (S3-S27),4,Ginger Zee                 ,Host/Journalist,35,36.0,0.11285266457680251,1.0,False,True
22,Percentage Era (S3-S27),4,Antonio Brown              ,Athlete,27,35.0,0.109717868338558,3.0,False,False
22,Percentage Era (S3-S27),4,Wanya Morris               ,Musician,42,35.0,0.109717868338558,3.0,False,False
22,Percentage Era (S3-S27),4,Nyle DiMarco               ,Other,26,34.0,0.10658307210031348,5.0,False,False
22,Percentage Era (S3-S27),4,Kim Fields                 ,Actor/Actress,46,32.0,0.10031347962382445,6.0,False,False
22,Percentage Era (S3-S27),4,Von Miller                 ,Athlete,27,32.0,0.10031347962382445,6.0,False,False
22,Percentage Era (S3-S27),4,Marla Maples               ,Reality Star,52,28.0,0.0877742946708464,8.0,True,False
22,Percentage Era (S3-S27),4,Jodie Sweetin              ,Actor/Actress,34,27.0,0.08463949843260188,9.0,False,False
22,Percentage Era (S3-S27),4,Doug Flutie                ,Athlete,53,24.0,0.07523510971786834,10.0,False,False
22,Percentage Era (S3-S27),5,Nyle DiMarco               ,Other,26,37.0,0.13405797101449277,1.0,False,False
22,Percentage Era (S3-S27),5,Jodie Sweetin              ,Actor/Actress,34,35.0,0.12681159420289856,2.0,False,False
22,Percentage Era (S3-S27),5,Ginger Zee                 ,Host/Journalist,35,32.0,0.11594202898550725,3.0,False,True
22,Percentage Era (S3-S27),5,Paige VanZant              ,Athlete,22,31.0,0.11231884057971014,4.0,False,False
22,Percentage Era (S3-S27),5,Wanya Morris               ,Musician,42,30.0,0.10869565217391304,5.0,False,False
22,Percentage Era (S3-S27),5,Von Miller                 ,Athlete,27,29.0,0.10507246376811594,6.0,False,False
22,Percentage Era (S3-S27),5,Kim Fields                 ,Actor/Actress,46,28.0,0.10144927536231885,7.0,False,False
22,Percentage Era (S3-S27),5,Doug Flutie                ,Athlete,53,28.0,0.10144927536231885,7.0,False,False
22,Percentage Era (S3-S27),5,Antonio Brown              ,Athlete,27,26.0,0.09420289855072464,9.0,False,False
22,Percentage Era (S3-S27),6,Wanya Morris               ,Musician,42,29.0,0.1277533039647577,1.0,False,False
22,Percentage Era (S3-S27),6,Paige VanZant              ,Athlete,22,28.0,0.12334801762114538,2.0,False,False
22,Percentage Era (S3-S27),6,Antonio Brown              ,Athlete,27,27.0,0.11894273127753303,3.0,False,False
22,Percentage Era (S3-S27),6,Jodie Sweetin              ,Actor/Actress,34,25.0,0.11013215859030837,4.0,False,False
22,Percentage Era (S3-S27),6,Nyle DiMarco               ,Other,26,25.0,0.11013215859030837,4.0,False,False
22,Percentage Era (S3-S27),6,Kim Fields                 ,Actor/Actress,46,24.0,0.10572687224669604,6.0,False,False
22,Percentage Era (S3-S27),6,Von Miller                 ,Athlete,27,24.0,0.10572687224669604,6.0,False,False
22,Percentage Era (S3-S27),6,Ginger Zee                 ,Host/Journalist,35,24.0,0.10572687224669604,6.0,False,True
22,Percentage Era (S3-S27),6,Doug Flutie                ,Athlete,53,21.0,0.09251101321585903,9.0,True,False
22,Percentage Era (S3-S27),7,Nyle DiMarco               ,Other,26,28.0,0.1308411214953271,1.0,False,False
22,Percentage Era (S3-S27),7,Paige VanZant              ,Athlete,22,27.5,0.12850467289719625,2.0,False,False
22,Percentage Era (S3-S27),7,Ginger Zee                 ,Host/Journalist,35,27.5,0.12850467289719625,2.0,False,True
22,Percentage Era (S3-S27),7,Wanya Morris               ,Musician,42,27.5,0.12850467289719625,2.0,False,False
22,Percentage Era (S3-S27),7,Kim Fields                 ,Actor/Actress,46,26.0,0.12149532710280374,5.0,True,False
22,Percentage Era (S3-S27),7,Von Miller                 ,Athlete,27,26.0,0.12149532710280374,5.0,True,False
22,Percentage Era (S3-S27),7,Antonio Brown              ,Athlete,27,26.0,0.12149532710280374,5.0,False,False
22,Percentage Era (S3-S27),7,Jodie Sweetin              ,Actor/Actress,34,25.5,0.1191588785046729,8.0,False,False
22,Percentage Era (S3-S27),8,Jodie Sweetin              ,Actor/Actress,34,30.0,0.17751479289940827,1.0,True,False
22,Percentage Era (S3-S27),8,Ginger Zee                 ,Host/Journalist,35,30.0,0.17751479289940827,1.0,False,True
22,Percentage Era (S3-S27),8,Nyle DiMarco               ,Other,26,29.0,0.17159763313609466,3.0,False,False
22,Percentage Era (S3-S27),8,Paige VanZant              ,Athlete,22,28.0,0.16568047337278108,4.0,False,False
22,Percentage Era (S3-S27),8,Antonio Brown              ,Athlete,27,27.0,0.15976331360946747,5.0,False,False
22,Percentage Era (S3-S27),8,Wanya Morris               ,Musician,42,25.0,0.14792899408284024,6.0,False,False
22,Percentage Era (S3-S27),9,Wanya Morris               ,Musician,42,30.0,0.20905923344947736,1.0,True,False
22,Percentage Era (S3-S27),9,Paige VanZant              ,Athlete,22,29.5,0.20557491289198607,2.0,False,False
22,Percentage Era (S3-S27),9,Nyle DiMarco               ,Other,26,28.5,0.1986062717770035,3.0,False,False
22,Percentage Era (S3-S27),9,Ginger Zee                 ,Host/Journalist,35,28.0,0.1951219512195122,4.0,False,True
22,Percentage Era (S3-S27),9,Antonio Brown              ,Athlete,27,27.5,0.1916376306620209,5.0,True,False
22,Percentage Era (S3-S27),10,Paige VanZant              ,Athlete,22,29.666600000000003,0.340996970101012,1.0,True,False
22,Percentage Era (S3-S27),10,Nyle DiMarco               ,Other,26,28.9998,0.3333325670462853,2.0,True,False
22,Percentage Era (S3-S27),10,Ginger Zee                 ,Host/Journalist,35,28.333199999999998,0.32567046285270274,3.0,False,True
23,Percentage Era (S3-S27),1,Laurie Hernandez           ,Athlete,16,31.0,0.09393939393939393,1.0,False,False
23,Percentage Era (S3-S27),1,James Hinchcliffe          ,Other,29,31.0,0.09393939393939393,1.0,False,False
23,Percentage Era (S3-S27),1,Marilu Henner              ,Actor/Actress,64,27.0,0.08181818181818182,3.0,False,False
23,Percentage Era (S3-S27),1,Jana Kramer                ,Musician,32,27.0,0.08181818181818182,3.0,False,False
23,Percentage Era (S3-S27),1,Calvin Johnson Jr.         ,Athlete,30,26.0,0.07878787878787878,5.0,False,True
23,Percentage Era (S3-S27),1,Babyface                   ,Musician,57,26.0,0.07878787878787878,5.0,False,False
23,Percentage Era (S3-S27),1,Vanilla Ice                ,Musician,48,25.0,0.07575757575757576,7.0,False,False
23,Percentage Era (S3-S27),1,Terra Jole                 ,Reality Star,36,25.0,0.07575757575757576,7.0,False,False
23,Percentage Era (S3-S27),1,Ryan Lochte                ,Athlete,32,24.0,0.07272727272727272,9.0,False,False
23,Percentage Era (S3-S27),1,Amber Rose                 ,Other,32,24.0,0.07272727272727272,9.0,False,False
23,Percentage Era (S3-S27),1,Jake T. Austin             ,Actor/Actress,21,22.0,0.06666666666666667,11.0,False,False
23,Percentage Era (S3-S27),1,Maureen McCormick          ,Actor/Actress,60,22.0,0.06666666666666667,11.0,False,False
23,Percentage Era (S3-S27),1,Rick Perry                 ,Other,66,20.0,0.06060606060606061,13.0,False,False
23,Percentage Era (S3-S27),2,Laurie Hernandez           ,Athlete,16,32.0,0.09090909090909091,1.0,False,False
23,Percentage Era (S3-S27),2,Terra Jole                 ,Reality Star,36,31.0,0.08806818181818182,2.0,False,False
23,Percentage Era (S3-S27),2,Babyface                   ,Musician,57,30.0,0.08522727272727272,3.0,False,False
23,Percentage Era (S3-S27),2,James Hinchcliffe          ,Other,29,29.0,0.08238636363636363,4.0,False,False
23,Percentage Era (S3-S27),2,Jana Kramer                ,Musician,32,29.0,0.08238636363636363,4.0,False,False
23,Percentage Era (S3-S27),2,Calvin Johnson Jr.         ,Athlete,30,28.0,0.07954545454545454,6.0,False,True
23,Percentage Era (S3-S27),2,Marilu Henner              ,Actor/Actress,64,27.0,0.07670454545454546,7.0,False,False
23,Percentage Era (S3-S27),2,Maureen McCormick          ,Actor/Actress,60,26.0,0.07386363636363637,8.0,False,False
23,Percentage Era (S3-S27),2,Vanilla Ice                ,Musician,48,26.0,0.07386363636363637,8.0,False,False
23,Percentage Era (S3-S27),2,Jake T. Austin             ,Actor/Actress,21,24.0,0.06818181818181818,10.0,True,False
23,Percentage Era (S3-S27),2,Ryan Lochte                ,Athlete,32,24.0,0.06818181818181818,10.0,False,False
23,Percentage Era (S3-S27),2,Amber Rose                 ,Other,32,24.0,0.06818181818181818,10.0,False,False
23,Percentage Era (S3-S27),2,Rick Perry                 ,Other,66,22.0,0.0625,13.0,False,False
23,Percentage Era (S3-S27),3,Calvin Johnson Jr.         ,Athlete,30,32.0,0.09846153846153846,1.0,False,True
23,Percentage Era (S3-S27),3,Laurie Hernandez           ,Athlete,16,31.0,0.09538461538461539,2.0,False,False
23,Percentage Era (S3-S27),3,Terra Jole                 ,Reality Star,36,30.0,0.09230769230769231,3.0,False,False
23,Percentage Era (S3-S27),3,James Hinchcliffe          ,Other,29,29.0,0.08923076923076922,4.0,False,False
23,Percentage Era (S3-S27),3,Maureen McCormick          ,Actor/Actress,60,28.0,0.08615384615384615,5.0,False,False
23,Percentage Era (S3-S27),3,Marilu Henner              ,Actor/Actress,64,28.0,0.08615384615384615,5.0,False,False
23,Percentage Era (S3-S27),3,Jana Kramer                ,Musician,32,26.0,0.08,7.0,False,False
23,Percentage Era (S3-S27),3,Ryan Lochte                ,Athlete,32,25.0,0.07692307692307693,8.0,False,False
23,Percentage Era (S3-S27),3,Amber Rose                 ,Other,32,25.0,0.07692307692307693,8.0,False,False
23,Percentage Era (S3-S27),3,Babyface                   ,Musician,57,25.0,0.07692307692307693,8.0,False,False
23,Percentage Era (S3-S27),3,Rick Perry                 ,Other,66,23.0,0.07076923076923076,11.0,True,False
23,Percentage Era (S3-S27),3,Vanilla Ice                ,Musician,48,23.0,0.07076923076923076,11.0,False,False
23,Percentage Era (S3-S27),4,Laurie Hernandez           ,Athlete,16,30.0,0.11494252873563218,1.0,False,False
23,Percentage Era (S3-S27),4,James Hinchcliffe          ,Other,29,28.0,0.10727969348659004,2.0,False,False
23,Percentage Era (S3-S27),4,Terra Jole                 ,Reality Star,36,25.0,0.09578544061302682,3.0,False,False
23,Percentage Era (S3-S27),4,Maureen McCormick          ,Actor/Actress,60,24.0,0.09195402298850575,4.0,False,False
23,Percentage Era (S3-S27),4,Amber Rose                 ,Other,32,24.0,0.09195402298850575,4.0,False,False
23,Percentage Era (S3-S27),4,Calvin Johnson Jr.         ,Athlete,30,23.0,0.08812260536398467,6.0,False,True
23,Percentage Era (S3-S27),4,Vanilla Ice                ,Musician,48,23.0,0.08812260536398467,6.0,True,False
23,Percentage Era (S3-S27),4,Jana Kramer                ,Musician,32,23.0,0.08812260536398467,6.0,False,False
23,Percentage Era (S3-S27),4,Ryan Lochte                ,Athlete,32,22.0,0.0842911877394636,9.0,False,False
23,Percentage Era (S3-S27),4,Marilu Henner              ,Actor/Actress,64,21.0,0.08045977011494253,10.0,False,False
23,Percentage Era (S3-S27),4,Babyface                   ,Musician,57,18.0,0.06896551724137931,11.0,True,False
23,Percentage Era (S3-S27),5,James Hinchcliffe          ,Other,29,29.0,0.12608695652173912,1.0,False,False
23,Percentage Era (S3-S27),5,Marilu Henner              ,Actor/Actress,64,27.0,0.11739130434782609,2.0,False,False
23,Percentage Era (S3-S27),5,Terra Jole                 ,Reality Star,36,27.0,0.11739130434782609,2.0,False,False
23,Percentage Era (S3-S27),5,Jana Kramer                ,Musician,32,26.0,0.11304347826086956,4.0,False,False
23,Percentage Era (S3-S27),5,Laurie Hernandez           ,Athlete,16,25.0,0.10869565217391304,5.0,False,False
23,Percentage Era (S3-S27),5,Maureen McCormick          ,Actor/Actress,60,24.0,0.10434782608695652,6.0,False,False
23,Percentage Era (S3-S27),5,Ryan Lochte                ,Athlete,32,24.0,0.10434782608695652,6.0,False,False
23,Percentage Era (S3-S27),5,Calvin Johnson Jr.         ,Athlete,30,24.0,0.10434782608695652,6.0,False,True
23,Percentage Era (S3-S27),5,Amber Rose                 ,Other,32,24.0,0.10434782608695652,6.0,False,False
23,Percentage Era (S3-S27),6,Jana Kramer                ,Musician,32,40.0,0.13114754098360656,1.0,False,False
23,Percentage Era (S3-S27),6,James Hinchcliffe          ,Other,29,38.0,0.12459016393442623,2.0,False,False
23,Percentage Era (S3-S27),6,Calvin Johnson Jr.         ,Athlete,30,37.0,0.12131147540983607,3.0,False,True
23,Percentage Era (S3-S27),6,Laurie Hernandez           ,Athlete,16,37.0,0.12131147540983607,3.0,False,False
